image,mask
cvc-300_77.bmp,cvc-300_77.bmp
cvc-300_94.bmp,cvc-300_94.bmp
cvc-300_84.bmp,cvc-300_84.bmp
cvc-612_334.bmp,cvc-612_334.tif
cvc-612_234.bmp,cvc-612_234.tif
cvc-612_372.bmp,cvc-612_372.tif
cvc-612_340.bmp,cvc-612_340.tif
cvc-612_252.bmp,cvc-612_252.tif
cvc-300_295.bmp,cvc-300_295.bmp
cvc-300_78.bmp,cvc-300_78.bmp
cvc-612_56.bmp,cvc-612_56.tif
cvc-300_288.bmp,cvc-300_288.bmp
cvc-300_213.bmp,cvc-300_213.bmp
cvc-300_209.bmp,cvc-300_209.bmp
cvc-612_102.bmp,cvc-612_102.tif
cvc-300_280.bmp,cvc-300_280.bmp
cvc-612_59.bmp,cvc-612_59.tif
cvc-612_370.bmp,cvc-612_370.tif
cvc-300_87.bmp,cvc-300_87.bmp
cvc-300_300.bmp,cvc-300_300.bmp
cvc-612_318.bmp,cvc-612_318.tif
cvc-612_236.bmp,cvc-612_236.tif
cvc-612_55.bmp,cvc-612_55.tif
cvc-300_294.bmp,cvc-300_294.bmp
cvc-612_81.bmp,cvc-612_81.tif
cvc-612_73.bmp,cvc-612_73.tif
cvc-612_239.bmp,cvc-612_239.tif
cvc-612_68.bmp,cvc-612_68.tif
cvc-300_291.bmp,cvc-300_291.bmp
cvc-612_324.bmp,cvc-612_324.tif
cvc-612_377.bmp,cvc-612_377.tif
cvc-612_367.bmp,cvc-612_367.tif
cvc-300_283.bmp,cvc-300_283.bmp
cvc-612_342.bmp,cvc-612_342.tif
cvc-612_92.bmp,cvc-612_92.tif
cvc-612_319.bmp,cvc-612_319.tif
cvc-612_248.bmp,cvc-612_248.tif
cvc-612_368.bmp,cvc-612_368.tif
cvc-300_83.bmp,cvc-300_83.bmp
cvc-612_341.bmp,cvc-612_341.tif
cvc-612_245.bmp,cvc-612_245.tif
cvc-612_332.bmp,cvc-612_332.tif
cvc-612_374.bmp,cvc-612_374.tif
cvc-612_365.bmp,cvc-612_365.tif
cvc-612_338.bmp,cvc-612_338.tif
cvc-612_85.bmp,cvc-612_85.tif
cvc-612_323.bmp,cvc-612_323.tif
cvc-612_320.bmp,cvc-612_320.tif
cvc-300_217.bmp,cvc-300_217.bmp
cvc-300_215.bmp,cvc-300_215.bmp
cvc-300_82.bmp,cvc-300_82.bmp
cvc-612_229.bmp,cvc-612_229.tif
cvc-612_86.bmp,cvc-612_86.tif
cvc-612_91.bmp,cvc-612_91.tif
cvc-300_279.bmp,cvc-300_279.bmp
cvc-612_335.bmp,cvc-612_335.tif
cvc-300_287.bmp,cvc-300_287.bmp
cvc-300_284.bmp,cvc-300_284.bmp
cvc-300_80.bmp,cvc-300_80.bmp
cvc-300_86.bmp,cvc-300_86.bmp
cvc-300_277.bmp,cvc-300_277.bmp
cvc-300_93.bmp,cvc-300_93.bmp
cvc-300_90.bmp,cvc-300_90.bmp
cvc-612_62.bmp,cvc-612_62.tif
cvc-612_76.bmp,cvc-612_76.tif
cvc-612_333.bmp,cvc-612_333.tif
cvc-612_328.bmp,cvc-612_328.tif
cvc-300_292.bmp,cvc-300_292.bmp
cvc-300_281.bmp,cvc-300_281.bmp
cvc-300_219.bmp,cvc-300_219.bmp
cvc-300_92.bmp,cvc-300_92.bmp
cvc-300_210.bmp,cvc-300_210.bmp
cvc-612_94.bmp,cvc-612_94.tif
cvc-300_274.bmp,cvc-300_274.bmp
cvc-612_60.bmp,cvc-612_60.tif
cvc-612_64.bmp,cvc-612_64.tif
cvc-300_89.bmp,cvc-300_89.bmp
cvc-612_72.bmp,cvc-612_72.tif
cvc-612_66.bmp,cvc-612_66.tif
cvc-300_79.bmp,cvc-300_79.bmp
cvc-300_211.bmp,cvc-300_211.bmp
cvc-612_337.bmp,cvc-612_337.tif
cvc-612_235.bmp,cvc-612_235.tif
cvc-612_250.bmp,cvc-612_250.tif
cvc-612_87.bmp,cvc-612_87.tif
cvc-612_75.bmp,cvc-612_75.tif
cvc-612_380.bmp,cvc-612_380.tif
cvc-612_242.bmp,cvc-612_242.tif
cvc-612_331.bmp,cvc-612_331.tif
cvc-300_85.bmp,cvc-300_85.bmp
cvc-612_95.bmp,cvc-612_95.tif
cvc-612_52.bmp,cvc-612_52.tif
cvc-300_218.bmp,cvc-300_218.bmp
cvc-300_297.bmp,cvc-300_297.bmp
cvc-612_80.bmp,cvc-612_80.tif
cvc-612_375.bmp,cvc-612_375.tif
cvc-300_296.bmp,cvc-300_296.bmp
cvc-612_379.bmp,cvc-612_379.tif
cvc-612_339.bmp,cvc-612_339.tif
cvc-300_97.bmp,cvc-300_97.bmp
cvc-612_373.bmp,cvc-612_373.tif
cvc-612_78.bmp,cvc-612_78.tif
cvc-612_326.bmp,cvc-612_326.tif
cvc-300_275.bmp,cvc-300_275.bmp
cvc-612_251.bmp,cvc-612_251.tif
cvc-612_71.bmp,cvc-612_71.tif
cvc-612_327.bmp,cvc-612_327.tif
cvc-300_276.bmp,cvc-300_276.bmp
cvc-300_95.bmp,cvc-300_95.bmp
cvc-612_376.bmp,cvc-612_376.tif
cvc-612_100.bmp,cvc-612_100.tif
cvc-300_298.bmp,cvc-300_298.bmp
cvc-300_91.bmp,cvc-300_91.bmp
cvc-612_243.bmp,cvc-612_243.tif
cvc-300_96.bmp,cvc-300_96.bmp
cvc-612_65.bmp,cvc-612_65.tif
cvc-612_237.bmp,cvc-612_237.tif
cvc-612_82.bmp,cvc-612_82.tif
cvc-612_231.bmp,cvc-612_231.tif
cvc-612_246.bmp,cvc-612_246.tif
cvc-300_220.bmp,cvc-300_220.bmp
cvc-612_61.bmp,cvc-612_61.tif
cvc-612_369.bmp,cvc-612_369.tif
cvc-300_216.bmp,cvc-300_216.bmp
cvc-612_70.bmp,cvc-612_70.tif
cvc-612_240.bmp,cvc-612_240.tif
cvc-612_53.bmp,cvc-612_53.tif
cvc-300_88.bmp,cvc-300_88.bmp
cvc-300_285.bmp,cvc-300_285.bmp
cvc-612_98.bmp,cvc-612_98.tif
cvc-612_238.bmp,cvc-612_238.tif
